Row ID,Customer Key,Product Key,Location Key,Order_Date_Key,Ship_Date_Key,Order ID,Ship Mode,Sales,Quantity,Discount,Profit
921,117,582,213,328,335,CA-2014-138296,Standard Class,24.56,2,0.0,6.8768
922,340,727,30,444,448,CA-2015-111164,Standard Class,85.14,3,0.0,34.9074
923,340,728,30,444,448,CA-2015-111164,Standard Class,21.99,1,0.0,10.5552
924,340,729,30,444,448,CA-2015-111164,Standard Class,406.6,5,0.0,113.848
925,341,116,165,957,962,CA-2016-149797,Standard Class,841.568,2,0.2,294.5488
926,342,730,106,245,248,CA-2014-132962,First Class,15.552,3,0.2,5.4432
927,342,731,106,245,248,CA-2014-132962,First Class,252.0,5,0.2,53.55
928,343,334,29,617,621,CA-2015-115091,Standard Class,46.2,4,0.0,12.936
929,343,338,29,617,621,CA-2015-115091,Standard Class,28.84,2,0.0,9.5172
930,270,492,214,1168,1171,CA-2017-144932,First Class,14.592,3,0.2,2.5536
931,270,732,214,1168,1171,CA-2017-144932,First Class,89.856,3,0.2,21.3408
932,270,615,214,1168,1171,CA-2017-144932,First Class,13.872,3,0.2,5.0286
933,344,733,12,1309,1313,CA-2017-114216,Standard Class,12.192,3,0.2,4.1148
934,345,734,75,871,875,CA-2016-140081,Standard Class,45.056,8,0.2,15.2064
935,345,735,75,871,875,CA-2016-140081,Standard Class,29.718,6,0.7,-21.7932
936,345,686,75,871,875,CA-2016-140081,Standard Class,15.552,3,0.2,5.4432
937,345,139,75,871,875,CA-2016-140081,Standard Class,447.696,2,0.2,33.5772
938,20,333,215,1373,1374,US-2017-111745,First Class,159.99,1,0.0,54.3966
939,346,736,216,685,689,CA-2015-148250,Standard Class,12.96,2,0.0,6.2208
940,346,737,216,685,689,CA-2015-148250,Standard Class,134.48,4,0.0,34.9648
941,347,738,95,870,871,CA-2016-105760,First Class,17.12,2,0.0,8.0464
942,339,739,217,1046,1053,CA-2016-142958,Standard Class,6.096,2,0.2,2.2098
943,339,4,217,1046,1053,CA-2016-142958,Standard Class,1114.272,4,0.2,41.7852
944,140,516,60,492,497,CA-2015-120880,Standard Class,32.4,5,0.0,15.552
945,140,740,60,492,497,CA-2015-120880,Standard Class,540.57,3,0.0,140.5482
946,140,741,60,492,497,CA-2015-120880,Standard Class,167.76,5,0.2,62.91
947,223,742,155,548,550,US-2015-140200,First Class,393.165,3,0.5,-204.4458
948,177,743,75,1396,1400,US-2017-110576,Standard Class,516.488,7,0.2,-12.9122
949,177,222,75,1396,1400,US-2017-110576,Standard Class,1007.232,6,0.2,75.5424
950,177,744,75,1396,1400,US-2017-110576,Standard Class,2065.32,12,0.4,-619.596
951,177,745,75,1396,1400,US-2017-110576,Standard Class,15.552,3,0.2,5.4432
952,177,220,75,1396,1400,US-2017-110576,Standard Class,25.344,6,0.2,7.92
953,348,746,106,1157,1161,CA-2017-131156,Standard Class,25.472,4,0.2,7.6416
954,349,209,218,1426,1430,CA-2017-136539,Standard Class,27.168,2,0.2,2.7168
955,349,268,218,1426,1430,CA-2017-136539,Standard Class,78.8528,2,0.32,-11.596
956,350,55,130,1398,1402,CA-2017-119305,Standard Class,173.8,5,0.0,43.45
957,351,693,52,1199,1202,CA-2017-102414,Second Class,29.592,1,0.2,2.5893
958,351,747,52,1199,1202,CA-2017-102414,Second Class,4.752,2,0.7,-3.168
959,351,748,52,1199,1202,CA-2017-102414,Second Class,15.552,3,0.2,5.6376
960,352,749,219,604,604,CA-2015-112571,Same Day,204.6,2,0.0,53.196
961,353,230,95,1382,1387,CA-2017-152142,Standard Class,321.568,2,0.2,28.1372
962,354,750,146,669,673,CA-2015-160059,Standard Class,6.24,2,0.0,3.0576
963,52,471,95,943,946,CA-2016-120859,First Class,21.88,2,0.0,10.94
964,334,751,220,254,256,CA-2014-127488,Second Class,4.608,2,0.2,1.6704
965,355,752,165,1163,1165,CA-2017-135279,First Class,9.82,2,0.0,4.8118
966,355,372,165,1163,1165,CA-2017-135279,First Class,35.97,3,0.0,9.7119
967,355,753,165,1163,1165,CA-2017-135279,First Class,12.96,2,0.0,6.2208
968,355,754,165,1163,1165,CA-2017-135279,First Class,191.6,4,0.0,91.968
969,355,751,165,1163,1165,CA-2017-135279,First Class,8.64,3,0.0,4.2336
970,355,755,165,1163,1165,CA-2017-135279,First Class,501.81,3,0.0,0.0
971,112,756,64,14,16,CA-2014-115791,Second Class,127.104,6,0.2,28.5984
972,112,304,64,14,16,CA-2014-115791,Second Class,124.2,3,0.4,-31.05
973,112,588,64,14,16,CA-2014-115791,Second Class,18.588,2,0.7,-13.6312
974,112,302,64,14,16,CA-2014-115791,Second Class,30.072,3,0.2,10.1493
975,286,465,165,1342,1345,US-2017-103247,Second Class,160.93,7,0.0,3.2186
976,286,353,165,1342,1345,US-2017-103247,Second Class,75.792,3,0.2,25.5798
977,144,757,41,1254,1260,US-2017-100209,Standard Class,1.08,2,0.7,-0.792
978,309,157,186,1071,1074,CA-2017-159366,First Class,3059.982,2,0.1,679.996
979,356,525,125,851,852,CA-2016-145499,First Class,3.282,2,0.7,-2.6256
980,34,758,135,681,684,CA-2015-157035,First Class,34.02,3,0.0,16.6698
981,13,643,46,975,980,CA-2016-144939,Standard Class,599.292,6,0.1,93.2232
982,357,759,128,304,307,CA-2014-163419,Second Class,3.392,1,0.2,0.8056
983,357,760,128,304,307,CA-2014-163419,Second Class,559.984,2,0.2,55.9984
984,357,668,128,304,307,CA-2014-163419,Second Class,603.92,5,0.2,75.49
985,358,645,90,1336,1342,CA-2017-100314,Standard Class,7.968,2,0.2,2.5896
986,358,761,90,1336,1342,CA-2017-100314,Standard Class,27.968,4,0.2,9.4392
987,358,762,90,1336,1342,CA-2017-100314,Standard Class,336.51,3,0.4,44.868
988,359,763,17,413,413,CA-2015-146829,Same Day,1.112,2,0.8,-1.8904
989,190,581,136,1205,1210,CA-2017-167899,Standard Class,520.05,5,0.0,72.807
990,190,764,136,1205,1210,CA-2017-167899,Standard Class,17.97,3,0.0,5.2113
991,360,286,134,432,434,CA-2015-153549,Second Class,1166.92,5,0.2,131.2785
992,60,630,24,951,953,CA-2016-110023,First Class,14.624,2,0.2,5.484
993,289,265,59,937,938,CA-2016-105585,First Class,10.23,3,0.0,4.9104
994,289,765,59,937,938,CA-2016-105585,First Class,154.9,5,0.0,69.705
995,361,766,221,132,136,CA-2014-117639,Standard Class,2715.93,7,0.0,1276.4871
996,361,767,221,132,136,CA-2014-117639,Standard Class,617.97,3,0.0,173.0316
997,362,768,1,639,645,CA-2015-162537,Standard Class,10.67,1,0.0,4.9082
998,362,769,1,639,645,CA-2015-162537,Standard Class,36.63,3,0.0,9.8901
999,362,770,1,639,645,CA-2015-162537,Standard Class,24.1,5,0.0,9.158
1000,362,285,1,639,645,CA-2015-162537,Standard Class,33.11,7,0.0,12.9129
1001,87,672,173,1016,1020,CA-2016-155488,Standard Class,44.02,2,0.0,11.4452
1002,303,771,24,553,553,CA-2015-124891,Same Day,2309.65,7,0.0,762.1845
1003,303,259,24,553,553,CA-2015-124891,Same Day,1090.782,7,0.4,-290.8752
1004,303,753,24,553,553,CA-2015-124891,Same Day,19.44,3,0.0,9.3312
1005,363,772,222,578,582,CA-2015-126445,Standard Class,484.65,3,0.0,92.0835
1006,301,700,223,655,659,CA-2015-111199,Standard Class,115.296,3,0.2,40.3536
1007,364,112,58,648,651,CA-2015-105312,First Class,7.08,3,0.2,2.478
1008,364,773,58,648,651,CA-2015-105312,First Class,4.401,3,0.7,-3.5208
1009,139,425,224,1424,1430,US-2017-106705,Standard Class,44.75,5,0.0,20.585
1010,248,162,156,1277,1279,CA-2017-135034,First Class,95.984,2,0.2,5.999
1011,365,774,89,317,319,CA-2014-158540,First Class,151.72,4,0.0,27.3096
1012,59,29,225,1232,1236,CA-2017-118437,Second Class,155.25,3,0.0,46.575
1013,59,775,225,1232,1236,CA-2017-118437,Second Class,14.03,1,0.0,4.0687
1014,366,211,6,693,696,US-2015-126214,Second Class,1618.37,13,0.0,356.0414
1015,366,776,6,693,696,US-2015-126214,Second Class,99.6,1,0.0,36.852
1016,247,262,2,599,601,CA-2015-133025,Second Class,32.4,5,0.0,15.552
1017,367,777,165,529,532,CA-2015-108665,Standard Class,13.96,2,0.0,6.7008
1018,367,695,165,529,532,CA-2015-108665,Standard Class,155.82,3,0.0,63.8862
1019,367,778,165,529,532,CA-2015-108665,Standard Class,124.95,5,0.0,2.499
1020,367,779,165,529,532,CA-2015-108665,Standard Class,601.65,5,0.0,156.429
1021,219,780,226,460,466,CA-2015-124450,Standard Class,22.74,3,0.0,8.8686
1022,219,781,226,460,466,CA-2015-124450,Standard Class,1267.53,3,0.0,316.8825
1023,219,782,226,460,466,CA-2015-124450,Standard Class,1379.92,8,0.0,648.5624
1024,172,783,64,509,513,CA-2015-167269,Standard Class,6.208,2,0.2,2.1728
1025,368,784,63,1415,1418,CA-2017-106964,First Class,11.808,2,0.2,4.2804
1026,369,785,158,713,715,CA-2016-126529,Second Class,15.552,3,0.2,5.4432
1027,369,786,158,713,715,CA-2016-126529,Second Class,63.312,3,0.2,20.5764
1028,369,787,158,713,715,CA-2016-126529,Second Class,15.588,2,0.4,-9.8724
1029,157,260,104,182,186,CA-2014-163552,Standard Class,177.2,5,0.0,83.284
1030,157,788,104,182,186,CA-2014-163552,Standard Class,197.97,3,0.0,57.4113
1031,157,468,104,182,186,CA-2014-163552,Standard Class,854.94,3,0.0,213.735
1032,157,94,104,182,186,CA-2014-163552,Standard Class,124.11,9,0.0,52.1262
1033,157,789,104,182,186,CA-2014-163552,Standard Class,14.4,5,0.0,7.056
1034,370,790,94,1023,1025,CA-2016-109820,First Class,15.696,3,0.2,5.1012
1035,370,238,94,1023,1025,CA-2016-109820,First Class,2.628,2,0.7,-1.9272
1036,370,28,94,1023,1025,CA-2016-109820,First Class,14.427,3,0.7,-10.5798
1037,331,791,227,813,817,CA-2016-113061,Standard Class,86.62,2,0.0,8.662
1038,371,792,26,506,507,CA-2015-127418,First Class,36.624,3,0.2,13.734
1039,372,793,180,1388,1389,CA-2017-121818,First Class,23.968,7,0.2,2.6964
1040,372,794,180,1388,1389,CA-2017-121818,First Class,28.728,3,0.2,1.7955
1041,373,622,228,780,784,CA-2016-127670,Standard Class,697.16,4,0.0,146.4036
1042,374,795,46,948,951,CA-2016-102981,Second Class,31.86,2,0.0,11.151
1043,374,796,46,948,951,CA-2016-102981,Second Class,722.352,3,0.2,90.294
1044,375,797,27,1254,1257,CA-2017-115651,First Class,8.84,5,0.2,2.9835
1045,375,798,27,1254,1257,CA-2017-115651,First Class,58.464,9,0.8,-146.16
1046,18,799,229,1349,1353,CA-2017-152702,Standard Class,254.604,14,0.3,-18.186
1047,234,644,230,768,773,CA-2016-169103,Standard Class,1363.96,5,0.2,85.2475
1048,234,102,230,768,773,CA-2016-169103,Standard Class,102.36,3,0.2,-3.8385
1049,63,40,10,138,143,CA-2014-139192,Second Class,1113.504,12,0.2,125.2692
1050,63,596,10,138,143,CA-2014-139192,Second Class,99.99,1,0.0,37.9962
1051,376,800,64,526,528,US-2015-153500,First Class,168.464,2,0.2,-29.4812
1052,376,801,64,526,528,US-2015-153500,First Class,6.72,2,0.2,2.436
1053,376,802,64,526,528,US-2015-153500,First Class,282.888,9,0.2,56.5776
1054,377,803,30,437,441,CA-2015-110667,Standard Class,11.16,2,0.0,4.3524
1055,377,804,30,437,441,CA-2015-110667,Standard Class,108.4,2,0.0,22.764
1056,377,143,30,437,441,CA-2015-110667,Standard Class,82.344,3,0.2,27.7911
1057,377,805,30,437,441,CA-2015-110667,Standard Class,9.088,4,0.2,3.2944
1058,131,806,89,1408,1415,CA-2017-167150,Standard Class,19.936,4,0.2,7.2268
1059,131,807,89,1408,1415,CA-2017-167150,Standard Class,65.568,2,0.2,22.9488
1060,378,808,106,1027,1034,CA-2016-105284,Standard Class,4.416,3,0.2,1.6008
1061,149,392,15,426,432,US-2015-125374,Standard Class,107.772,2,0.3,-29.2524
1062,379,556,214,449,454,CA-2015-161263,Standard Class,45.216,3,0.2,4.5216
1063,379,809,214,449,454,CA-2015-161263,Standard Class,10.416,7,0.2,-2.2134
1064,379,348,214,449,454,CA-2015-161263,Standard Class,7.872,3,0.2,1.2792
1065,379,810,214,449,454,CA-2015-161263,Standard Class,118.782,3,0.4,-27.7158
1066,379,811,214,449,454,CA-2015-161263,Standard Class,1.448,1,0.2,0.2353
1067,379,812,214,449,454,CA-2015-161263,Standard Class,55.47,5,0.7,-46.225
1068,380,65,35,973,974,CA-2016-157686,First Class,194.848,4,0.2,12.178
1069,381,487,231,1335,1337,US-2017-139955,Second Class,1.744,1,0.2,-0.3488
1070,177,303,106,547,551,US-2015-150161,Standard Class,25.176,4,0.7,-18.4624
1071,382,326,142,662,668,CA-2015-144652,Standard Class,19.46,7,0.0,5.0596
1072,383,316,77,819,823,CA-2016-152814,Standard Class,29.472,3,0.2,9.9468
1073,384,813,46,1382,1387,CA-2017-106943,Standard Class,8.64,2,0.2,3.024
1074,385,814,155,1015,1022,CA-2016-134348,Standard Class,6.27,5,0.7,-4.598
1075,385,257,155,1015,1022,CA-2016-134348,Standard Class,4.368,7,0.7,-3.3488
1076,385,815,155,1015,1022,CA-2016-134348,Standard Class,31.984,2,0.2,1.999
1077,386,816,135,971,972,CA-2016-161781,First Class,40.88,7,0.0,10.6288
1078,387,817,60,1330,1332,CA-2017-132521,Second Class,119.96,2,0.0,33.5888
1079,387,475,60,1330,1332,CA-2017-132521,Second Class,31.44,3,0.0,8.4888
1080,387,485,60,1330,1332,CA-2017-132521,Second Class,6.88,1,0.2,2.322
1081,388,818,84,671,676,CA-2015-110016,Standard Class,19.92,4,0.0,9.3624
1082,388,819,84,671,676,CA-2015-110016,Standard Class,1106.91,9,0.0,121.7601
1083,31,622,232,761,765,US-2016-143819,Standard Class,836.592,8,0.4,-264.9208
1084,31,820,232,761,765,US-2016-143819,Standard Class,26.38,1,0.0,12.1348
1085,31,247,232,761,765,US-2016-143819,Standard Class,362.92,2,0.0,105.2468
1086,31,821,232,761,765,US-2016-143819,Standard Class,4899.93,7,0.0,2400.9657
1087,49,822,194,923,923,CA-2016-167584,Same Day,6.48,1,0.0,3.1104
1088,389,175,233,926,931,CA-2016-166163,Second Class,71.976,3,0.2,7.1976
1089,389,823,233,926,931,CA-2016-166163,Second Class,3.15,1,0.0,1.512
1090,353,298,234,1219,1225,CA-2017-158407,Standard Class,31.984,2,0.2,1.999
1091,353,824,234,1219,1225,CA-2017-158407,Standard Class,71.984,2,0.2,25.1944
1092,269,825,189,678,685,CA-2015-143490,Standard Class,120.15,9,0.0,33.642
1093,269,826,189,678,685,CA-2015-143490,Standard Class,219.184,2,0.2,19.1786
1094,390,827,235,699,703,CA-2015-165085,Standard Class,28.9,5,0.0,14.161
1095,390,161,235,699,703,CA-2015-165085,Standard Class,355.96,2,0.0,103.2284
1096,391,828,44,1085,1090,CA-2017-160423,Standard Class,348.208,7,0.2,30.4682
1097,391,829,44,1085,1090,CA-2017-160423,Standard Class,35.784,7,0.7,-28.6272
1098,375,830,14,166,169,CA-2014-159338,First Class,447.84,5,0.2,11.196
1099,392,831,35,865,868,CA-2016-107216,First Class,7.04,4,0.0,2.0416
1100,392,399,35,865,868,CA-2016-107216,First Class,8.73,3,0.0,4.1031
1101,392,832,35,865,868,CA-2016-107216,First Class,29.29,1,0.0,9.6657
1102,392,833,35,865,868,CA-2016-107216,First Class,8.64,3,0.0,2.5056
1103,262,309,17,1175,1181,US-2017-145863,Standard Class,2.694,3,0.8,-4.7145
1104,262,773,17,1175,1181,US-2017-145863,Standard Class,2.934,3,0.8,-4.9878
1105,393,834,216,993,999,CA-2016-112340,Standard Class,22.92,3,0.0,11.2308
1106,14,195,17,1022,1027,US-2016-110156,Standard Class,100.704,6,0.2,-16.3644
1107,14,399,17,1022,1027,US-2016-110156,Standard Class,2.328,2,0.6,-0.7566
1108,14,835,17,1022,1027,US-2016-110156,Standard Class,10.78,5,0.8,-17.248
1109,14,836,17,1022,1027,US-2016-110156,Standard Class,58.368,12,0.2,21.888
1110,14,837,17,1022,1027,US-2016-110156,Standard Class,40.968,3,0.2,13.8267
1111,14,838,17,1022,1027,US-2016-110156,Standard Class,71.96,5,0.2,25.186
1112,14,839,17,1022,1027,US-2016-110156,Standard Class,10.368,2,0.2,3.6288
1113,14,99,17,1022,1027,US-2016-110156,Standard Class,1.192,2,0.8,-2.0264
1114,155,711,236,1416,1421,CA-2017-140585,Second Class,46.672,2,0.2,16.3352
1115,155,840,236,1416,1421,CA-2017-140585,Second Class,119.833,1,0.15,-12.6882
1116,155,609,236,1416,1421,CA-2017-140585,Second Class,119.98,2,0.0,57.5904
1117,394,367,95,902,904,CA-2016-144855,Second Class,6.3,2,0.0,3.024
1118,395,368,237,586,590,CA-2015-142755,Standard Class,279.9,5,0.0,137.151
1119,395,701,237,586,590,CA-2015-142755,Standard Class,619.95,5,0.0,111.591
1120,395,841,237,586,590,CA-2015-142755,Standard Class,4.36,2,0.0,2.0492
1121,395,667,237,586,590,CA-2015-142755,Standard Class,15.28,2,0.0,7.4872
1122,333,842,238,18,22,US-2014-147627,Standard Class,699.93,7,0.0,181.9818
1123,333,843,238,18,22,US-2014-147627,Standard Class,22.96,7,0.0,6.6584
1124,333,77,238,18,22,US-2014-147627,Standard Class,38.6,4,0.0,11.58
1125,333,457,238,18,22,US-2014-147627,Standard Class,6.63,3,0.0,1.7901
1126,333,844,238,18,22,US-2014-147627,Standard Class,23.34,3,0.0,10.9698
1127,333,409,238,18,22,US-2014-147627,Standard Class,1067.94,3,0.0,224.2674
1128,51,403,239,405,410,CA-2015-105970,Standard Class,10.16,1,0.0,2.6416
1129,51,624,239,405,410,CA-2015-105970,Standard Class,101.88,6,0.0,50.94
1130,206,845,29,803,807,CA-2016-112102,Standard Class,343.92,4,0.0,75.6624
1131,206,846,29,803,807,CA-2016-112102,Standard Class,40.99,1,0.0,20.0851
1132,206,119,29,803,807,CA-2016-112102,Standard Class,63.9,5,0.0,28.755
1133,56,262,240,1039,1040,US-2016-114776,First Class,19.44,3,0.0,9.3312
1134,186,42,64,857,860,US-2016-134908,Standard Class,124.608,4,0.2,-23.364
1135,186,847,64,857,860,US-2016-134908,Standard Class,7.56,3,0.2,2.646
1136,236,848,241,1044,1044,US-2016-148803,Same Day,85.224,3,0.2,7.4571
1137,396,849,242,1015,1018,CA-2016-152170,Second Class,287.52,8,0.0,129.384
1138,396,556,242,1015,1018,CA-2016-152170,Second Class,37.68,2,0.0,10.5504
1139,396,850,242,1015,1018,CA-2016-152170,Second Class,19.98,2,0.0,8.991
1140,396,506,242,1015,1018,CA-2016-152170,Second Class,20.58,7,0.0,5.5566
1141,396,851,242,1015,1018,CA-2016-152170,Second Class,17.38,2,0.0,8.69
1142,276,749,63,261,265,CA-2014-146969,Standard Class,204.6,2,0.0,53.196
1143,276,852,63,261,265,CA-2014-146969,Standard Class,8.72,4,0.0,2.8776
1144,276,274,63,261,265,CA-2014-146969,Standard Class,6.48,1,0.0,3.1104
1145,276,853,63,261,265,CA-2014-146969,Standard Class,686.32,2,0.2,223.054
1146,276,828,63,261,265,CA-2014-146969,Standard Class,62.18,1,0.0,16.7886
1147,397,854,243,437,437,CA-2015-112452,Same Day,644.076,2,0.1,107.346
1148,397,855,243,437,437,CA-2015-112452,Same Day,5.84,2,0.0,2.628
1149,397,856,243,437,437,CA-2015-112452,Same Day,12.76,2,0.0,5.8696
1150,397,857,243,437,437,CA-2015-112452,Same Day,10.95,1,0.0,0.438
1151,397,858,243,437,437,CA-2015-112452,Same Day,599.98,2,0.0,209.993
1152,119,859,244,471,477,CA-2015-113971,Standard Class,8.352,6,0.2,1.2528
1153,127,860,245,1064,1070,CA-2017-160395,Standard Class,3.64,2,0.0,1.638
1154,127,703,245,1064,1070,CA-2017-160395,Standard Class,159.768,7,0.2,53.9217
1155,391,861,246,343,344,CA-2014-136567,First Class,122.48,2,0.0,0.0
1156,391,862,246,343,344,CA-2014-136567,First Class,2244.48,7,0.0,493.7856
1157,391,352,246,343,344,CA-2014-136567,First Class,62.31,3,0.0,29.2857
1158,391,344,246,343,344,CA-2014-136567,First Class,455.1,2,0.0,100.122
1159,335,863,26,883,887,CA-2016-149314,Second Class,195.184,1,0.2,19.5184
1160,398,864,40,1244,1249,CA-2017-147039,Standard Class,362.94,3,0.0,90.735
1161,398,69,40,1244,1249,CA-2017-147039,Standard Class,11.54,2,0.0,5.77
1162,399,31,247,233,237,CA-2014-126522,Second Class,53.94,3,0.0,15.6426
1163,400,865,46,55,60,CA-2014-127964,Standard Class,9.99,1,0.0,4.5954
1164,400,272,46,55,60,CA-2014-127964,Standard Class,125.76,3,0.2,40.872
1165,400,866,46,55,60,CA-2014-127964,Standard Class,25.32,5,0.2,9.1785
1166,401,679,31,115,119,CA-2014-117709,Standard Class,46.8,4,0.0,21.06
1167,111,101,61,644,644,CA-2015-125416,Same Day,447.93,9,0.0,49.2723
1168,112,867,46,1406,1408,CA-2017-145226,Second Class,109.48,2,0.0,33.9388
1169,112,73,46,1406,1408,CA-2017-145226,Second Class,272.94,3,0.0,0.0
1170,112,868,46,1406,1408,CA-2017-145226,Second Class,19.44,3,0.0,9.3312
1171,112,869,46,1406,1408,CA-2017-145226,Second Class,31.92,4,0.0,8.2992
1172,350,870,248,62,66,US-2014-100279,Standard Class,22.38,2,0.0,10.7424
1173,212,871,142,102,106,CA-2014-158064,Standard Class,16.52,5,0.2,5.5755
1174,300,631,51,633,637,US-2015-104430,Standard Class,5.176,4,0.8,-7.764
1175,318,872,46,573,576,CA-2015-132080,First Class,50.112,6,0.2,16.2864
1176,145,666,209,940,945,CA-2016-161207,Standard Class,27.93,3,0.0,8.0997
1177,402,873,26,350,353,CA-2014-120243,Second Class,11.56,4,0.0,5.4332
1178,33,874,249,1034,1038,CA-2016-113621,Standard Class,172.5,2,0.0,51.75
1179,33,162,249,1034,1038,CA-2016-113621,Standard Class,179.97,3,0.0,44.9925
1180,403,625,33,815,818,CA-2016-168081,Second Class,258.696,3,0.2,64.674
1181,73,875,101,162,166,CA-2014-128146,Standard Class,1322.93,7,0.0,357.1911
1182,73,876,101,162,166,CA-2014-128146,Standard Class,3.76,2,0.0,1.0904
1183,263,114,223,1078,1079,CA-2017-138779,First Class,21.744,1,0.2,7.3386
1184,263,877,223,1078,1079,CA-2017-138779,First Class,7.92,5,0.2,0.693
1185,404,878,6,317,323,CA-2014-127131,Standard Class,12.096,7,0.2,4.2336
1186,404,879,6,317,323,CA-2014-127131,Standard Class,485.88,6,0.0,9.7176
1187,404,591,6,317,323,CA-2014-127131,Standard Class,25.92,4,0.0,12.4416
1188,404,601,6,317,323,CA-2014-127131,Standard Class,197.58,2,0.0,53.3466
1189,405,570,2,1121,1123,CA-2017-117212,Second Class,81.92,4,0.0,22.1184
1190,405,880,2,1121,1123,CA-2017-117212,Second Class,889.536,8,0.2,66.7152
1191,405,881,2,1121,1123,CA-2017-117212,Second Class,892.224,3,0.2,89.2224
1192,405,368,2,1121,1123,CA-2017-117212,Second Class,223.92,4,0.0,109.7208
1193,405,882,2,1121,1123,CA-2017-117212,Second Class,23.12,4,0.0,11.3288
1194,244,291,250,597,597,US-2015-130519,Same Day,15.552,3,0.2,5.4432
1195,244,883,250,597,597,US-2015-130519,Same Day,15.712,4,0.2,2.5532
1196,244,424,250,597,597,US-2015-130519,Same Day,24.672,2,0.2,2.1588
1197,244,589,250,597,597,US-2015-130519,Same Day,55.968,1,0.2,-2.0988
1198,234,884,17,799,803,CA-2016-130946,Standard Class,431.928,9,0.2,64.7892
1199,234,885,17,799,803,CA-2016-130946,Standard Class,95.984,4,0.3,-4.1136
1200,234,318,17,799,803,CA-2016-130946,Standard Class,1088.792,4,0.8,-1850.9464
1201,323,635,77,898,904,CA-2016-114727,Standard Class,544.008,3,0.2,40.8006
1202,323,257,77,898,904,CA-2016-114727,Standard Class,1.872,3,0.7,-1.4352
1203,323,409,77,898,904,CA-2016-114727,Standard Class,854.352,3,0.2,10.6794
1204,323,886,77,898,904,CA-2016-114727,Standard Class,593.568,2,0.2,0.0
1205,323,429,77,898,904,CA-2016-114727,Standard Class,338.04,3,0.2,-33.804
1206,406,710,44,1277,1280,CA-2017-133235,First Class,271.96,5,0.2,16.9975
1207,407,608,30,894,898,CA-2016-137050,Second Class,11.21,1,0.0,3.363
1208,407,317,30,894,898,CA-2016-137050,Second Class,9.144,3,0.2,3.2004
1209,407,133,30,894,898,CA-2016-137050,Second Class,14.07,7,0.0,6.8943
1210,407,887,30,894,898,CA-2016-137050,Second Class,41.86,7,0.0,10.465
1211,407,888,30,894,898,CA-2016-137050,Second Class,8.544,2,0.2,2.8836
1212,407,201,30,894,898,CA-2016-137050,Second Class,579.136,4,0.2,21.7176
1213,408,213,64,1316,1320,US-2017-118087,Standard Class,141.372,2,0.3,-48.4704
1214,408,889,64,1316,1320,US-2017-118087,Standard Class,3.036,2,0.7,-2.3276
1215,408,496,64,1316,1320,US-2017-118087,Standard Class,4.503,1,0.7,-3.6024
1216,408,243,64,1316,1320,US-2017-118087,Standard Class,4.672,1,0.2,1.5768
1217,408,242,64,1316,1320,US-2017-118087,Standard Class,95.88,3,0.2,28.764
1218,408,890,64,1316,1320,US-2017-118087,Standard Class,17.024,2,0.2,1.7024
1219,408,625,64,1316,1320,US-2017-118087,Standard Class,258.696,3,0.2,64.674
1220,408,891,64,1316,1320,US-2017-118087,Standard Class,1931.958,7,0.4,-386.3916
1221,409,18,2,183,187,CA-2014-110184,Standard Class,249.75,9,0.0,44.955
1222,409,892,2,183,187,CA-2014-110184,Standard Class,255.936,8,0.2,28.7928
1223,79,774,24,1037,1038,CA-2016-126004,First Class,113.79,3,0.0,20.4822
1224,79,480,24,1037,1038,CA-2016-126004,First Class,78.15,1,0.0,34.386
1225,79,878,24,1037,1038,CA-2016-126004,First Class,1.728,1,0.2,0.6048
1226,79,893,24,1037,1038,CA-2016-126004,First Class,40.56,4,0.0,19.8744
1227,79,894,24,1037,1038,CA-2016-126004,First Class,182.94,3,0.0,3.6588
1228,79,895,24,1037,1038,CA-2016-126004,First Class,193.86,2,0.0,11.6316
1229,234,594,63,1374,1379,CA-2017-100013,Standard Class,15.28,2,0.0,7.4872
1230,234,704,63,1374,1379,CA-2017-100013,Standard Class,8.73,1,0.0,2.9682
1231,234,896,63,1374,1379,CA-2017-100013,Standard Class,5.68,2,0.0,1.7608
1232,410,384,251,642,644,CA-2015-132570,Second Class,2.78,2,0.0,0.7228
1233,410,897,251,642,644,CA-2015-132570,Second Class,79.96,2,0.0,35.982
1234,411,898,94,851,853,CA-2016-153682,First Class,839.988,2,0.4,69.999
1235,311,899,252,1000,1000,CA-2016-144344,Same Day,47.952,3,0.2,13.7862
1236,311,697,252,1000,1000,CA-2016-144344,Same Day,37.425,5,0.7,-29.94
1237,311,900,252,1000,1000,CA-2016-144344,Same Day,63.968,2,0.2,0.0
1238,311,574,252,1000,1000,CA-2016-144344,Same Day,165.048,3,0.2,41.262
1239,412,901,60,212,216,CA-2014-127012,Standard Class,12.35,1,0.0,5.434
1240,412,902,60,212,216,CA-2014-127012,Standard Class,40.97,1,0.0,10.6522
1241,412,273,60,212,216,CA-2014-127012,Standard Class,22.96,2,0.0,10.7912
1242,247,903,24,940,946,CA-2016-128727,Standard Class,22.0,4,0.0,5.5
1243,311,904,30,747,753,US-2016-162859,Standard Class,398.352,3,0.2,124.485
1244,311,53,30,747,753,US-2016-162859,Standard Class,8.72,4,0.0,3.5752
1245,413,905,253,1198,1205,CA-2017-133641,Standard Class,48.69,9,0.0,23.8581
1246,414,906,254,335,337,CA-2014-168494,Second Class,764.688,6,0.2,95.586
